seed_title,onet_code,onet_name
Oral and Maxillofacial Surgeon (OMS),29-1022.00,Oral and Maxillofacial Surgeons
Family Practice Physician Assistant,29-1071.00,Physician Assistants
Packaging Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
Radiation Technician,19-4051.02,Nuclear Monitoring Technicians
Diet Aide,35-2021.00,Food Preparation Workers
Armature Winder,51-2021.00,"Coil Winders, Tapers, and Finishers"
Dietitian,29-1031.00,Dietitians and Nutritionists
DC Supervisor (Distribution Center Supervisor),53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
Certified Ophthalmic Technician-Surgical Assistant (COT-SA),29-2057.00,Ophthalmic Medical Technicians
Employee Benefits Coordinator,11-3111.00,Compensation and Benefits Managers
Windrower Operator,45-2091.00,Agricultural Equipment Operators
Crane Operator,53-7021.00,Crane and Tower Operators
Emergency Department RN (Emergency Department Registered Nurse),29-1141.00,Registered Nurses
Trapper,45-3031.00,Fishing and Hunting Workers
Fire Captain,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Philosophy Instructor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Web Content Writer,27-3043.00,Writers and Authors
Family Practice Physician (FP Physician),29-1215.00,Family Medicine Physicians
Shipping and Receiving Materials Handler,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
Logistics Director,11-3071.00,"Transportation, Storage, and Distribution Managers"
Television Producer (TV Producer),27-2012.00,Producers and Directors
Daylight Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Film Specialist,39-3021.00,Motion Picture Projectionists
Post Framer,47-2061.00,Construction Laborers
Charter Pilot,53-2012.00,Commercial Pilots
Certified Income Tax Preparer (CTP),13-2082.00,Tax Preparers
Crop Consultant,19-4012.01,Precision Agriculture Technicians
Body Technician (Body Tech),49-3021.00,Automotive Body and Related Repairers
Project Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
Board Certified Psychiatric Mental Health Clinical Nurse Specialist (BC PMH-CNS),29-1141.02,Advanced Practice Psychiatric Nurses
Car Audio Installer,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
Automatic Furnace Operator,51-4051.00,Metal-Refining Furnace Operators and Tenders
Group Teacher,25-2011.00,"Preschool Teachers, Except Special Education"
Cytogenetics Technologist,29-2011.01,Cytogenetic Technologists
Promotion Writer,27-3043.00,Writers and Authors
Education Professor,25-1081.00,"Education Teachers, Postsecondary"
Youth Pastor,21-2021.00,"Directors, Religious Activities and Education"
Oil Movements Operator,53-7121.00,"Tank Car, Truck, and Ship Loaders"
ICU Clinical Nurse Specialist (Intensive Care Unit Clinical Nurse Specialist),29-1141.04,Clinical Nurse Specialists
GIS Geographer (Geographic Information Systems Geographer),19-3092.00,Geographers
Automotive Refinish Technician (Auto Refinish Tech),51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
Health Care Technician (Health Care Tech),29-2053.00,Psychiatric Technicians
Metal Stud Framer,47-2081.00,Drywall and Ceiling Tile Installers
Lease Attendant,53-7073.00,Wellhead Pumpers
ICU Critical Care NP (Intensive Care Unit Critical Care Nurse Practitioner),29-1141.03,Critical Care Nurses
Hospitalist Medical Doctor (Hospitalist MD),29-1229.02,Hospitalists
Fire Technician (Fire Tech),33-2011.00,Firefighters
Staff Training and Development Manager,11-3131.00,Training and Development Managers
General Production Manager,11-3051.00,Industrial Production Managers
Trackman,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
Real Estate Paralegal,23-2011.00,Paralegals and Legal Assistants
Animal Research Facility Supervisor,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
Veterinarian Technician (Vet Tech),29-2056.00,Veterinary Technologists and Technicians
Cardio Tech (Cardiovascular Technician),29-2031.00,Cardiovascular Technologists and Technicians
Refrigeration Mechanic,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
Seed and Fertilizer Specialist,45-2011.00,Agricultural Inspectors
Airport Shuttle Driver,53-3053.00,Shuttle Drivers and Chauffeurs
Animal Care Provider,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
Pugmill Operator,51-9195.05,"Potters, Manufacturing"
Toolman,47-2061.00,Construction Laborers
Roller,51-2051.00,Fiberglass Laminators and Fabricators
Special Makeup Effects Artist,39-5091.00,"Makeup Artists, Theatrical and Performance"
Backend Developer,15-1252.00,Software Developers
X-Ray Technician (X-Ray Tech),29-2034.00,Radiologic Technologists and Technicians
3D Animator (Three-Dimensional Animator),27-1014.00,Special Effects Artists and Animators
Facility Engineer,17-2112.03,Manufacturing Engineers
Business Continuity Consultant,13-1199.04,Business Continuity Planners
Electrical Project Engineer,17-2071.00,Electrical Engineers
Clinical Medical Assistant,31-9092.00,Medical Assistants
Measurement Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Abstractor,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Magistrate,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
Copy Machine Operator,43-9071.00,"Office Machine Operators, Except Computer"
Car Inspector,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
Ice Cream Maker,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Facetor,51-9071.06,Gem and Diamond Workers
Catering Manager,11-9051.00,Food Service Managers
Certified Orthoptist,29-1299.02,Orthoptists
Materials Specialist,43-4151.00,Order Clerks
Appeals Examiner,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
On Car Supervisor,53-1044.00,First-Line Supervisors of Passenger Attendants
Performer,27-2011.00,Actors
Library Clerical Assistant,43-4121.00,"Library Assistants, Clerical"
Drug and Alcohol Treatment Specialist (DATS),21-1011.00,Substance Abuse and Behavioral Disorder Counselors
Spa Director,11-9179.02,Spa Managers
Form Setter,47-2061.00,Construction Laborers
Computer Programmer,15-1251.00,Computer Programmers
News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Telesales Representative (Telesales Rep),41-9041.00,Telemarketers
Staff Nurse Anesthetist,29-1151.00,Nurse Anesthetists
Instrument and Electrical Technician (I and E Tech),49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
LCAT (Licensed Creative Arts Therapist),29-1129.02,Music Therapists
Sheet Metal Assembler and Riveter (SMAR),51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
Distribution Operation Supervisor (SDO),11-9131.00,Postmasters and Mail Superintendents
Plant Control Operator,51-8013.00,Power Plant Operators
Costume Draper,39-3092.00,Costume Attendants
Detention Deputy,33-3012.00,Correctional Officers and Jailers
Underwriter,13-2053.00,Insurance Underwriters
Civil Rights Investigator,13-1041.03,Equal Opportunity Representatives and Officers
Horologist,51-2061.00,Timing Device Assemblers and Adjusters
School Based Certified Occupational Therapy Assistant (School Based COTA),31-2011.00,Occupational Therapy Assistants
Process Control Operator,51-8091.00,Chemical Plant and System Operators
Machinery Erector,49-9096.00,Riggers
Pattern Designer,51-6092.00,Fabric and Apparel Patternmakers
Leather Cutter,51-9031.00,"Cutters and Trimmers, Hand"
Roofing Technician,47-2181.00,Roofers
Removable Prosthodontist,29-1024.00,Prosthodontists
Sustainability Consultant,13-1199.05,Sustainability Specialists
IS Tech (Information Systems Technician),15-1232.00,Computer User Support Specialists
Electronic Engraver,51-9194.00,Etchers and Engravers
Special Day Class Teacher (SDC Teacher),25-2058.00,"Special Education Teachers, Secondary School"
Center Air Traffic Controller (Center ATC),53-2021.00,Air Traffic Controllers
Human Resources Director (HR Director),11-3121.00,Human Resources Managers
Quality Assurance Manager (QA Manager),11-3051.01,Quality Control Systems Managers
Sound Technician,27-4014.00,Sound Engineering Technicians
Letter Carrier,43-5052.00,Postal Service Mail Carriers
Meat Processor,51-3023.00,Slaughterers and Meat Packers
Airport Operations Specialist,53-2022.00,Airfield Operations Specialists
Narrator,27-2011.00,Actors
Severe/Profound Mental Handicaps Special Education Teacher,25-2051.00,"Special Education Teachers, Preschool"
Personnel Specialist,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
Merchandise Pick Up Associate,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
Counter Clerk,41-2021.00,Counter and Rental Clerks
Test Engineering Technician (Test Engineering Tech),17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
GIS Specialist (Geographic Information Systems Specialist),15-1299.02,Geographic Information Systems Technologists and Technicians
Jail Officer,33-3012.00,Correctional Officers and Jailers
Tractor Technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech),51-9081.00,Dental Laboratory Technicians
Podiatrist,29-1081.00,Podiatrists
Strategic Sourcing Director,11-3061.00,Purchasing Managers
Health Educator,21-1091.00,Health Education Specialists
Spinning Operator,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
Ironing Worker,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
Speech Instructor,25-1122.00,"Communications Teachers, Postsecondary"
Fire Prevention Technician,33-2022.00,Forest Fire Inspectors and Prevention Specialists
Cross Country Coach,27-2022.00,Coaches and Scouts
Certified First Assistant (CFA),29-9093.00,Surgical Assistants
Fisheries Biologist,19-1023.00,Zoologists and Wildlife Biologists
Deckhand Engineer,53-5011.00,Sailors and Marine Oilers
Registered Medical Assistant (RMA),31-9092.00,Medical Assistants
Telephone Service Representative (TSR),41-9041.00,Telemarketers
Electro Plater,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
Electronic Data Interchange System Developer (EDI System Developer),15-1299.08,Computer Systems Engineers/Architects
Preschool Special Education Teacher,25-2051.00,"Special Education Teachers, Preschool"
Coat Room Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Explosive Technician,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
Football Coach,27-2022.00,Coaches and Scouts
Sign Language Interpreter,27-3091.00,Interpreters and Translators
Mandolin Repair Person,49-9063.00,Musical Instrument Repairers and Tuners
Hearing Specialist,29-2092.00,Hearing Aid Specialists
Rehabilitation Physician,29-1229.04,Physical Medicine and Rehabilitation Physicians
Travel Counselor,41-3041.00,Travel Agents
Soccer Referee,27-2023.00,"Umpires, Referees, and Other Sports Officials"
Database Manager,15-1242.00,Database Administrators
Library Services Assistant,43-4121.00,"Library Assistants, Clerical"
Watch Technician,51-2061.00,Timing Device Assemblers and Adjusters
Library Specialist,25-4031.00,Library Technicians
Tray Server,35-3041.00,"Food Servers, Nonrestaurant"
Hospice Aide,31-1121.00,Home Health Aides
Wind Site Supervisor,11-9199.09,Wind Energy Operations Managers
Labor Relations Specialist,13-1075.00,Labor Relations Specialists
Guest Services Manager,11-9081.00,Lodging Managers
Home Theater Installer,49-2097.00,Audiovisual Equipment Installers and Repairers
Member Services Representative,43-3071.00,Tellers
Cold Header Operator,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
Political Science Instructor,25-1065.00,"Political Science Teachers, Postsecondary"
Co-Pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Sanitation Technician,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Data Management Manager,15-2051.02,Clinical Data Managers
Exploration Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
Construction Worker,47-2061.00,Construction Laborers
Pharmacy Informaticist,29-1051.00,Pharmacists
Optometric Assistant,31-9092.00,Medical Assistants
Recreation Aide,39-3091.00,Amusement and Recreation Attendants
Mold Technician,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
Cable Splicer,49-9052.00,Telecommunications Line Installers and Repairers
Core Maker,51-4071.00,Foundry Mold and Coremakers
Surgical Technician (Surgical Tech),29-9093.00,Surgical Assistants
Software Development Engineer,15-1252.00,Software Developers
Healthcare System Director,11-9111.00,Medical and Health Services Managers
Natural Resource Manager,19-1031.02,Range Managers
Animal Ordinance Enforcement Officer,33-9011.00,Animal Control Workers
Actuarial Technician,43-9111.00,Statistical Assistants
Certified Prosthetist (CP),29-2091.00,Orthotists and Prosthetists
Boat Motor Mechanic,49-3051.00,Motorboat Mechanics and Service Technicians
Waxer,51-9081.00,Dental Laboratory Technicians
Production Artist,27-1024.00,Graphic Designers
Extension Agent,25-9021.00,Farm and Home Management Educators
Database Programmer,15-1243.00,Database Architects
Hotel Manager,11-9081.00,Lodging Managers
Registered Cardiovascular Invasive Specialist (RCIS),29-2031.00,Cardiovascular Technologists and Technicians
Office Technician,43-9022.00,Word Processors and Typists
Tax Collector,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Television News Producer (TV News Producer),27-2012.00,Producers and Directors
Installation Technician (Installation Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
Plant Utilities Engineer,51-8021.00,Stationary Engineers and Boiler Operators
Purchasing Manager,11-3061.00,Purchasing Managers
Dispensing Optician,29-2081.00,"Opticians, Dispensing"
Block Layer,47-2021.00,Brickmasons and Blockmasons
Laboratory Courier,43-5021.00,Couriers and Messengers
Repair Man,49-9031.00,Home Appliance Repairers
Kennel Technician (Kennel Tech),39-2021.00,Animal Caretakers
Marine Propulsion Technician,49-3051.00,Motorboat Mechanics and Service Technicians
Claims Customer Service Representative (Claims CSR),43-9041.00,Insurance Claims and Policy Processing Clerks
Renewable Energy Technician,49-9081.00,Wind Turbine Service Technicians
Evaluation Engineer,17-2072.00,"Electronics Engineers, Except Computer"
Licensed Reactor Operator,51-8011.00,Nuclear Power Reactor Operators
Geotechnician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
Dye Line Operator,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
Personal Clothing Laundry Aide,51-6011.00,Laundry and Dry-Cleaning Workers
Sanitary Engineer,17-2081.00,Environmental Engineers
